,Correlation,Subject,R
33,0.6751114203325027,BW001,[ 47.47 -12.46  23.28]
34,0.6751114203325027,BW001,[45.45 -1.8  16.23]
35,0.6751114203325027,BW001,[ 41.41 -10.04  15.79]
36,0.6751114203325027,BW001,[ 26.26 -16.06 -34.3 ]
37,0.6751114203325027,BW001,[  2.02 -55.14   9.06]
38,0.6751114203325027,BW001,[46.46 -4.33 25.89]
39,0.6751114203325027,BW001,[ 37.37 -16.01 -35.49]
40,0.6751114203325027,BW001,[ 44.44 -63.06   2.11]
41,0.6751114203325027,BW001,[ 54.55 -29.55  -8.86]
42,0.6751114203325027,BW001,[ 51.52 -57.3   11.12]
43,0.6751114203325027,BW001,[ 48.48 -13.23  -4.34]
44,0.6751114203325027,BW001,[  9.09 -51.63   0.54]
45,0.6751114203325027,BW001,[ 49.49 -22.08 -38.23]
46,0.6751114203325027,BW001,[ 28.28 -44.84 -13.32]
47,0.6751114203325027,BW001,[ 45.45  -4.17 -22.89]
48,0.6751114203325027,BW001,[ 53.54 -56.78   0.27]
49,0.6751114203325027,BW001,[31.31 24.09 36.1 ]
50,0.6751114203325027,BW001,[ 41.41 -17.09  12.16]
51,0.6751114203325027,BW001,[ 35.35 -19.92 -40.48]
52,0.6751114203325027,BW001,[42.42 13.43 21.39]
53,0.6751114203325027,BW001,[42.42 -9.47 25.62]
54,0.6892168705184643,BW013,[ 28.28 -27.69 -27.82]
55,0.6892168705184643,BW013,[50.51 30.01 20.08]
56,0.6892168705184643,BW013,[-26.26 -27.8  -25.45]
57,0.6892168705184643,BW013,[-20.2   -0.31 -40.54]
58,0.6892168705184643,BW013,[-24.24 -18.12 -34.42]
59,0.6892168705184643,BW013,[ 33.33 -40.    59.92]
60,0.6892168705184643,BW013,[50.51 15.55 20.41]
61,0.6892168705184643,BW013,[48.48 18.22  7.49]
62,0.6892168705184643,BW013,[ 57.58 -58.17  29.58]
63,0.6892168705184643,BW013,[ 26.26  -9.62 -39.89]
64,0.6892168705184643,BW013,[50.51 23.99 16.5 ]
65,0.6892168705184643,BW013,[ 48.48 -10.35  44.07]
66,0.6892168705184643,BW013,[ 28.28  10.14 -43.51]
67,0.6892168705184643,BW013,[ 28.28 -17.96 -37.99]
68,0.6892168705184643,BW013,[-32.32 -56.32 -10.41]
69,0.6892168705184643,BW013,[50.51 25.58 26.38]
70,0.6892168705184643,BW013,[ 42.42 -26.41  56.28]
71,0.6892168705184643,BW013,[ 28.28  18.33 -41.85]
72,0.6892168705184643,BW013,[-20.2    8.03 -42.44]
73,0.6892168705184643,BW013,[ 32.32  27.54 -40.12]
74,0.6892168705184643,BW013,[ 26.26  -0.26 -41.73]
75,0.6892168705184643,BW013,[ 28.28 -36.14 -23.54]
76,0.6892168705184643,BW013,[-22.22  -9.73 -37.51]
77,0.6892168705184643,BW013,[53.54 12.2   3.91]
78,0.6892168705184643,BW013,[-26.26 -36.19 -22.35]
79,0.6892168705184643,BW013,[50.51 -3.66 33.54]
80,0.6892168705184643,BW013,[ 38.38 -32.69  58.13]
81,0.6892168705184643,BW013,[ 44.44 -20.03  52.27]
82,0.7014511404794035,BW022,[ 57.58 -24.3  -10.94]
83,0.7014511404794035,BW022,[-45.45  16.99 -34.78]
84,0.7014511404794035,BW022,[-55.56 -11.12 -29.25]
85,0.7014511404794035,BW022,[-21.21   7.   -18.67]
86,0.7014511404794035,BW022,[ 60.61 -33.82  -5.53]
87,0.7014511404794035,BW022,[-59.6    4.53  -9.27]
88,0.7014511404794035,BW022,[51.52 17.09  9.61]
89,0.7014511404794035,BW022,[ 27.27  -8.6  -39.83]
90,0.7014511404794035,BW022,[ 58.59 -24.86   1.95]
91,0.7014511404794035,BW022,[ 21.21  25.38 -14.03]
92,0.7014511404794035,BW022,[ 21.21  20.03 -33.41]
93,0.7014511404794035,BW022,[-21.21  36.5   -8.62]
94,0.7014511404794035,BW022,[ 27.27   1.8  -41.61]
95,0.7014511404794035,BW022,[36.36 58.94 19.43]
96,0.7014511404794035,BW022,[-44.44  27.9  -24.61]
97,0.7014511404794035,BW022,[ 33.33  19.31 -16.76]
98,0.7014511404794035,BW022,[ 47.47 -11.74 -38.82]
99,0.7014511404794035,BW022,[  0.    36.71 -13.37]
100,0.7014511404794035,BW022,[40.4  23.89 -3.39]
101,0.7014511404794035,BW022,[-23.23   0.1  -26.22]
102,0.7014511404794035,BW022,[ 11.11  25.38 -14.03]
103,0.7014511404794035,BW022,[ 33.33  -7.46 -42.15]
104,0.7014511404794035,BW022,[-56.57  13.03 -14.74]
105,0.7014511404794035,BW022,[ 52.53 -72.43 -19.68]
106,0.7014511404794035,BW022,[ 58.59 -22.75 -22.77]
107,0.7014511404794035,BW022,[-55.56   9.01 -17.36]
108,0.7014511404794035,BW022,[-58.59  -9.47 -19.62]
109,0.7014511404794035,BW022,[-10.1   26.51 -16.35]
110,0.7014511404794035,BW022,[ 57.58 -15.8    6.78]
111,0.7014511404794035,BW022,[ 64.65 -48.34  -3.99]
112,0.7014511404794035,BW022,[10.1  75.26 23.56]
113,0.7014511404794035,BW022,[-46.46 -13.95 -35.37]
114,0.7014511404794035,BW022,[-28.28  -6.79 -33.77]
115,0.7014511404794035,BW022,[ 39.39 -15.96 -36.68]
116,0.7014511404794035,BW022,[-20.2   26.36 -12.78]
117,0.7014511404794035,BW022,[-36.36 -11.89 -35.25]
118,0.7014511404794035,BW022,[-31.31  27.28 -10.34]
119,0.7014511404794035,BW022,[29.29 66.15 19.82]
120,0.7014511404794035,BW022,[22.22 36.55 -9.81]
121,0.7014511404794035,BW022,[ 11.11  36.71 -13.37]
122,0.7014511404794035,BW022,[ 48.48 -62.91 -25.09]
123,0.7014511404794035,BW022,[  0.    26.46 -15.16]
124,0.7014511404794035,BW022,[ 56.57 -23.47 -29.96]
125,0.5793341220283326,BW023,[ 26.26 -17.76 -18.91]
126,0.5793341220283326,BW023,[ 26.26 -25.12 -15.76]
127,0.5793341220283326,BW023,[-26.26 -30.42 -12.49]
128,0.5793341220283326,BW023,[ 26.26 -33.56 -11.48]
129,0.5793341220283326,BW023,[-25.25 -16.68 -20.03]
130,0.5793341220283326,BW023,[ 25.25 -21.88 -19.14]
131,0.5793341220283326,BW023,[-22.22   0.05 -25.03]
132,0.5793341220283326,BW023,[ 26.26 -30.32 -14.86]
133,0.5793341220283326,BW023,[ 25.25  -9.16 -26.75]
134,0.5793341220283326,BW023,[-23.23  -4.07 -25.27]
135,0.5793341220283326,BW023,[-23.23  -9.27 -24.37]
136,0.4509844428508406,CH003,[-19.19   1.8  -41.61]
137,0.4509844428508406,CH003,[-45.45  19.77  18.46]
138,0.4509844428508406,CH003,[-22.22 -27.13 -17.06]
139,0.4509844428508406,CH003,[-17.17 -16.42 -25.98]
140,0.4509844428508406,CH003,[-40.4    1.8  -41.61]
141,0.4509844428508406,CH003,[-32.32  59.82   1.07]
142,0.4509844428508406,CH003,[-42.42 -14.26 -28.24]
143,0.4509844428508406,CH003,[-52.53  -1.13   2.12]
144,0.4509844428508406,CH003,[-34.34  25.38 -14.03]
145,0.4509844428508406,CH003,[-32.32  58.38 -13.31]
146,0.4509844428508406,CH003,[-18.18 -11.99 -32.87]
147,0.4509844428508406,CH003,[-28.28  63.01  -1.13]
148,0.4509844428508406,CH003,[-44.44  37.63  11.78]
149,0.4509844428508406,CH003,[-34.34  -4.53 -38.4 ]
150,0.4509844428508406,CH003,[-41.41  46.13   6.79]
151,0.4509844428508406,CH003,[-54.55  -8.49 -18.37]
152,0.4509844428508406,CH003,[-45.45 -25.94 -20.57]
153,0.4509844428508406,CH003,[-23.23   1.75 -40.42]
154,0.4509844428508406,CH003,[-44.44  15.13   7.33]
155,0.4509844428508406,CH003,[-51.52 -14.26 -28.24]
156,0.4509844428508406,CH003,[-54.55 -22.8  -21.58]
157,0.4509844428508406,CH003,[ 22.22  23.89 -27.22]
158,0.4509844428508406,CH003,[-18.18  24.92 -27.17]
159,0.4509844428508406,CH003,[ -7.07  23.06 -32.04]
160,0.4509844428508406,CH003,[-25.25  18.43 -44.23]
161,0.4509844428508406,CH003,[-30.3   24.25 -35.55]
162,0.4509844428508406,CH003,[-31.31   1.8  -41.61]
163,0.4509844428508406,CH003,[-44.44  -4.53 -38.4 ]
164,0.4509844428508406,CH003,[-43.43  24.56   4.56]
165,0.4509844428508406,CH003,[-45.45   7.67 -34.12]
166,0.4509844428508406,CH003,[-43.43  42.42  -2.32]
167,0.4509844428508406,CH003,[  3.03  23.06 -32.04]
168,0.4509844428508406,CH003,[-45.45  11.33 -23.18]
169,0.4509844428508406,CH003,[-43.43  34.03   0.78]
170,0.4509844428508406,CH003,[-58.59 -13.28  -3.15]
171,0.4509844428508406,CH003,[-17.17  -4.53 -38.4 ]
172,0.4509844428508406,CH003,[-50.51  -0.77 -29.84]
173,0.4509844428508406,CH003,[-15.15  -5.66 -36.08]
174,0.4509844428508406,CH003,[-49.49   2.88 -18.9 ]
175,0.4509844428508406,CH003,[-16.16 -14.46 -23.48]
176,0.4509844428508406,CH003,[-45.45  13.95 -12.3 ]
177,0.4509844428508406,CH003,[-56.57  -9.58   6.02]
178,0.4509844428508406,CH003,[ 13.13  23.06 -32.04]
179,0.4509844428508406,CH003,[-18.18   0.67 -39.29]
180,0.4509844428508406,CH003,[-51.52 -13.28 -26.99]
181,0.4509844428508406,CH003,[-37.37  54.11  -9.98]
182,0.4509844428508406,CH003,[-54.55 -22.86 -20.39]
183,0.4509844428508406,CH003,[-58.59 -17.97 -14.15]
184,0.4509844428508406,CH003,[-38.38  54.57   2.88]
185,0.4509844428508406,CH003,[-44.44  28.21  14.55]
186,0.4509844428508406,CH003,[-46.46   6.64  12.32]
187,0.4509844428508406,CH003,[-44.44  17.61  -1.37]
188,0.4509844428508406,CH003,[-21.21  10.25 -45.89]
189,0.4509844428508406,CH003,[-54.55  -4.79  -8.62]
190,0.4509844428508406,CH003,[-25.25  -4.58 -37.21]
191,0.4509844428508406,CH003,[ 33.33  23.68 -22.47]
192,0.4509844428508406,CH003,[-36.36 -26.05 -18.19]
193,0.4509844428508406,CH003,[-49.49   5.51  -8.02]
194,0.4509844428508406,CH003,[-42.42  49.78  -5.47]
195,0.4509844428508406,CH003,[-47.47  10.35  21.22]
196,0.42201935722157324,CH005,[31.31 23.47 49.12]
197,0.42201935722157324,CH005,[ 58.59 -10.09 -29.19]
198,0.42201935722157324,CH005,[54.55 11.38 21.28]
199,0.42201935722157324,CH005,[38.38 -8.75 53.95]
200,0.42201935722157324,CH005,[61.62 -7.93 -7.61]
201,0.42201935722157324,CH005,[57.58  3.14 -1.01]
202,0.42201935722157324,CH005,[52.53 20.9  16.34]
203,0.42201935722157324,CH005,[ 59.6  -17.5   20.84]
204,0.42201935722157324,CH005,[ 36.36 -25.54  59.59]
205,0.42201935722157324,CH005,[ 63.64 -27.39 -11.12]
206,0.42201935722157324,CH005,[ 49.49  16.32 -19.32]
207,0.42201935722157324,CH005,[ 57.58 -28.98 -21.94]
208,0.42201935722157324,CH005,[29.29  1.28 59.92]
209,0.42201935722157324,CH005,[ 53.54   3.24 -27.23]
210,0.42201935722157324,CH005,[37.37  1.7  51.24]
211,0.42201935722157324,CH005,[ 58.59  -0.51 -11.95]
212,0.42201935722157324,CH005,[ 14.14 -24.56  -5.  ]
213,0.42201935722157324,CH005,[ 62.63 -29.55  13.68]
214,0.42201935722157324,CH005,[54.55  2.01 22.96]
215,0.42201935722157324,CH005,[ 16.16  -1.7  -32.28]
216,0.42201935722157324,CH005,[ 60.61 -26.93  23.61]
217,0.42201935722157324,CH005,[31.31 33.87 47.49]
218,0.42201935722157324,CH005,[ 56.57 -14.88  30.77]
219,0.42201935722157324,CH005,[47.47 34.08 21.39]
220,0.42201935722157324,CH005,[ 49.49 -28.99  45.27]
221,0.42201935722157324,CH005,[ 34.34 -17.4   62.2 ]
222,0.42201935722157324,CH005,[35.35 39.53 36.91]
223,0.42201935722157324,CH005,[ 62.63 -11.58 -18.55]
224,0.42201935722157324,CH005,[54.55 12.56 -4.04]
225,0.42201935722157324,CH005,[ 62.63 -32.17   3.74]
226,0.42201935722157324,CH005,[ 35.35 -30.94 -24.43]
227,0.42201935722157324,CH005,[ 62.63 -20.08   9.82]
228,0.42201935722157324,CH005,[43.43 -2.11 44.51]
229,0.42201935722157324,CH005,[ 59.6  -40.62   7.65]
230,0.42201935722157324,CH005,[ 57.58 -34.29  26.49]
231,0.42201935722157324,CH005,[42.42 37.84 29.2 ]
232,0.42201935722157324,CH005,[ 37.37 -16.17  57.91]
233,0.42201935722157324,CH005,[28.28 10.7  57.15]
234,0.42201935722157324,CH005,[32.32 -8.09 61.6 ]
235,0.42201935722157324,CH005,[59.6  -9.06 16.93]
236,0.42201935722157324,CH005,[60.61 -5.3   2.98]
237,0.42201935722157324,CH005,[ 25.25 -29.03 -20.75]
238,0.42201935722157324,CH005,[ 43.43 -23.58 -27.58]
239,0.42201935722157324,CH005,[ 51.52 -20.59  42.44]
240,0.42201935722157324,CH005,[ 38.38 -22.6  -26.34]
241,0.42201935722157324,CH005,[55.56 -6.44 26.87]
242,0.42201935722157324,CH005,[ 41.41 -11.89 -35.25]
243,0.42201935722157324,CH005,[ 56.57 -23.27  33.6 ]
244,0.42201935722157324,CH005,[54.55 17.3   5.27]
245,0.42201935722157324,CH005,[36.36 31.04 41.9 ]
246,0.42201935722157324,CH005,[ 26.26 -20.59 -25.03]
247,0.42201935722157324,CH005,[ 33.33 -21.57 -26.28]
248,0.42201935722157324,CH005,[ 62.63  -8.44 -19.56]
249,0.42201935722157324,CH005,[ 20.2   11.74 -32.69]
250,0.42201935722157324,CH005,[ 63.64 -15.29  -4.46]
251,0.42201935722157324,CH005,[43.43 27.33 33.  ]
252,0.42201935722157324,CH005,[ 61.62 -34.8   -6.78]
253,0.42201935722157324,CH005,[36.36 21.62 44.67]
254,0.42201935722157324,CH005,[ 50.51 -11.89 -35.25]
255,0.42201935722157324,CH005,[ 19.19   2.83 -41.55]
256,0.42201935722157324,CH005,[ 50.51 -22.5  -28.71]
257,0.42201935722157324,CH005,[49.49  5.71 31.86]
258,0.42201935722157324,CH005,[ 16.16 -26.31 -12.25]
259,0.42201935722157324,CH005,[48.48 24.61 25.24]
260,0.42201935722157324,CH005,[ 23.23  -4.22 -45.54]
261,0.42201935722157324,CH005,[51.52 30.37 12.49]
262,0.42201935722157324,CH005,[49.49 16.21 28.06]
263,0.42201935722157324,CH005,[58.59 -1.7  14.06]
264,0.42201935722157324,CH005,[ 42.42  -8.29 -46.96]
265,0.42201935722157324,CH005,[ 43.43 -27.29  52.97]
266,0.42201935722157324,CH005,[36.36 11.17 47.38]
267,0.42201935722157324,CH005,[ 58.59  -4.17 -22.89]
268,0.42201935722157324,CH005,[ 54.55 -31.66  36.42]
269,0.42201935722157324,CH005,[29.29 18.12 53.19]
270,0.42201935722157324,CH005,[ 60.61 -37.94  16.5 ]
271,0.42201935722157324,CH005,[ 54.55  -1.7  -32.28]
272,0.42201935722157324,CH005,[50.51 -3.76 35.71]
273,0.42201935722157324,CH005,[ 62.63 -12.72   6.95]
274,0.42201935722157324,CH005,[ 48.48  12.72 -31.45]
275,0.42201935722157324,CH005,[ 49.49  -6.48 -40.9 ]
276,0.42201935722157324,CH005,[ 63.64 -23.73  -0.16]
277,0.42201935722157324,CH005,[ 31.31  -8.29 -46.96]
278,0.42201935722157324,CH005,[49.49 21.   -8.32]
279,0.42201935722157324,CH005,[ 44.44 -29.81 -26.75]
280,0.42201935722157324,CH005,[ 44.44 -17.92  51.29]
281,0.42201935722157324,CH005,[51.52 25.69  2.44]
282,0.42201935722157324,CH005,[ 22.22  -7.77 -35.01]
283,0.42201935722157324,CH005,[42.42 18.89 36.91]
284,0.42201935722157324,CH005,[ 54.55   7.93 -16.23]
285,0.42201935722157324,CH005,[ 15.15   3.24 -27.23]
286,0.42201935722157324,CH005,[ 53.54 -21.62 -25.09]
287,0.42201935722157324,CH005,[56.57  7.82  9.12]
288,0.42201935722157324,CH005,[ 50.51 -12.15  38.54]
289,0.42201935722157324,CH005,[ 56.57 -42.16  -3.63]
290,0.42201935722157324,CH005,[44.44 -9.47 47.38]
291,0.47524555368042487,CH008b,[ 62.63 -34.39   6.89]
292,0.47524555368042487,CH008b,[ 45.45  -3.6  -12.13]
293,0.47524555368042487,CH008b,[ 49.49 -17.6  -22.47]
294,0.47524555368042487,CH008b,[ 58.59 -50.81   4.94]
295,0.47524555368042487,CH008b,[38.38 10.3   0.54]
296,0.47524555368042487,CH008b,[ 41.41 -24.3   55.31]
297,0.47524555368042487,CH008b,[ 36.36 -37.27 -21.22]
298,0.47524555368042487,CH008b,[ 41.41 -12.71 -40.07]
299,0.47524555368042487,CH008b,[ 51.52 -25.95  46.51]
300,0.47524555368042487,CH008b,[ 32.32 -25.74  63.94]
301,0.47524555368042487,CH008b,[ 26.26 -35.21 -21.11]
302,0.47524555368042487,CH008b,[ 49.49 -10.76 -13.73]
303,0.47524555368042487,CH008b,[ 61.62 -34.95  -3.21]
304,0.47524555368042487,CH008b,[43.43  3.14 -1.01]
305,0.47524555368042487,CH008b,[ 36.36 -37.17 -23.6 ]
306,0.47524555368042487,CH008b,[ 60.61 -43.6    5.32]
307,0.47524555368042487,CH008b,[31.31 34.39 -7.55]
308,0.47524555368042487,CH008b,[46.46 -4.07 -1.43]
309,0.47524555368042487,CH008b,[40.4  10.91  9.28]
310,0.47524555368042487,CH008b,[ 24.24 -48.8  -17.12]
311,0.47524555368042487,CH008b,[ 42.42 -34.08 -23.42]
312,0.47524555368042487,CH008b,[ 20.2  -54.16 -12.67]
313,0.47524555368042487,CH008b,[ 48.48 -64.86  -3.42]
314,0.47524555368042487,CH008b,[ 20.2  -37.38  69.85]
315,0.47524555368042487,CH008b,[ 30.3  -14.26  61.28]
316,0.47524555368042487,CH008b,[ 45.45 -72.53   5.97]
317,0.47524555368042487,CH008b,[40.4  10.45 19.05]
318,0.47524555368042487,CH008b,[ 44.44  -3.14 -22.83]
319,0.47524555368042487,CH008b,[40.4  11.01 28.88]
320,0.47524555368042487,CH008b,[ 20.2  -13.85 -37.75]
321,0.47524555368042487,CH008b,[ 24.24 -53.59  63.56]
322,0.47524555368042487,CH008b,[ 50.51 -22.5   39.08]
323,0.47524555368042487,CH008b,[44.44  2.83 27.36]
324,0.47524555368042487,CH008b,[38.38 23.37  7.76]
325,0.47524555368042487,CH008b,[34.34 26.2  -9.21]
326,0.47524555368042487,CH008b,[ 26.26 -31.05  66.92]
327,0.47524555368042487,CH008b,[ 52.53 -11.12  16.83]
328,0.47524555368042487,CH008b,[ 54.55 -58.02   4.56]
329,0.47524555368042487,CH008b,[ 20.2  -24.97  69.42]
330,0.47524555368042487,CH008b,[ 15.15 -58.48  -8.15]
331,0.47524555368042487,CH008b,[34.34 -7.83 56.18]
332,0.47524555368042487,CH008b,[ 21.21   0.77 -41.67]
333,0.47524555368042487,CH008b,[ 22.22 -20.33 -30.97]
334,0.47524555368042487,CH008b,[ 58.59 -20.59  -1.09]
335,0.47524555368042487,CH008b,[ 47.47 -30.38  52.81]
336,0.47524555368042487,CH008b,[43.43 -8.39 46.35]
337,0.47524555368042487,CH008b,[34.34 30.48 10.31]
338,0.47524555368042487,CH008b,[ 19.19  -6.54 -39.71]
339,0.47524555368042487,CH008b,[ 57.58 -50.4   -4.11]
340,0.47524555368042487,CH008b,[  6.06  19.87 -29.84]
341,0.47524555368042487,CH008b,[ 47.47 -12.    35.28]
342,0.47524555368042487,CH008b,[ 30.3  -42.42 -21.52]
343,0.47524555368042487,CH008b,[34.34 33.    0.72]
344,0.47524555368042487,CH008b,[32.32 28.   18.89]
345,0.47524555368042487,CH008b,[45.45  3.29 17.59]
346,0.47524555368042487,CH008b,[ 40.4    3.55 -10.52]
347,0.47524555368042487,CH008b,[ 31.31 -37.12  64.42]
348,0.47524555368042487,CH008b,[ 60.61 -43.19  -3.69]
349,0.47524555368042487,CH008b,[49.49 -2.88 17.26]
350,0.47524555368042487,CH008b,[ 53.54 -58.63  -4.58]
351,0.47524555368042487,CH008b,[ 51.52 -10.66   7.06]
352,0.47524555368042487,CH008b,[ 61.62 -27.8   -1.47]
353,0.47524555368042487,CH008b,[ 57.58 -21.     7.6 ]
354,0.47524555368042487,CH008b,[ 41.41 -31.92 -25.68]
355,0.47524555368042487,CH008b,[ 43.43 -70.99  -5.3 ]
356,0.47524555368042487,CH008b,[ 48.48 -28.78 -26.69]
357,0.47524555368042487,CH008b,[ 31.31 -48.29  60.57]
358,0.47524555368042487,CH008b,[ 19.19  23.53 -18.9 ]
359,0.47524555368042487,CH008b,[ 46.46 -11.99 -32.87]
360,0.47524555368042487,CH008b,[ 46.46 -19.93  50.1 ]
361,0.47524555368042487,CH008b,[ 35.35   9.73 -10.16]
362,0.47524555368042487,CH008b,[ 40.4  -12.87  53.73]
363,0.47524555368042487,CH008b,[ 42.42  -3.76 -32.4 ]
364,0.47524555368042487,CH008b,[ 50.51 -11.27  -1.84]
365,0.47524555368042487,CH008b,[ 24.24 -27.8  -25.45]
366,0.47524555368042487,CH008b,[ 49.49 -10.35 -23.24]
367,0.47524555368042487,CH008b,[45.45  4.74  8.96]
368,0.47524555368042487,CH008b,[ 20.2  -53.49  -4.28]
369,0.47524555368042487,CH008b,[ 42.42 -36.71  55.74]
370,0.47524555368042487,CH008b,[ 50.51 -17.97  30.61]
371,0.47524555368042487,CH008b,[ 49.49 -65.28   5.26]
372,0.47524555368042487,CH008b,[ 37.37   3.4  -30.79]
373,0.47524555368042487,CH008b,[ 52.53 -20.33 -30.97]
374,0.47524555368042487,CH008b,[ 26.26 -42.37  66.32]
375,0.47524555368042487,CH008b,[ 26.26 -47.05  -9.87]
376,0.47524555368042487,CH008b,[ 37.37 -30.74  60.41]
377,0.47524555368042487,CH008b,[48.48 -3.55  9.61]
378,0.47524555368042487,CH008b,[ 25.25 -19.72  67.52]
379,0.47524555368042487,CH008b,[ 52.53 -14.21 -29.43]
380,0.47524555368042487,CH008b,[ 32.32   1.7  -39.23]
381,0.47524555368042487,CH008b,[ 20.2  -49.63  67.03]
382,0.47524555368042487,CH008b,[ 60.61 -28.21   7.22]
383,0.47524555368042487,CH008b,[ 25.25 -41.65 -15.52]
384,0.47524555368042487,CH008b,[ 46.46 -24.66 -26.46]
385,0.47524555368042487,CH008b,[ 33.33   9.11 -19.74]
386,0.47524555368042487,CH008b,[39.39  2.06 43.64]
387,0.47524555368042487,CH008b,[38.38 -3.4  49.88]
388,0.47524555368042487,CH008b,[ 27.27  24.4  -15.28]
389,0.47524555368042487,CH008b,[ 13.13  21.67 -23.78]
390,0.47524555368042487,CH008b,[39.39 25.84 -0.89]
391,0.47524555368042487,CH008b,[44.44 -5.   40.  ]
392,0.47524555368042487,CH008b,[ 48.48 -11.53  25.51]
393,0.47524555368042487,CH008b,[ 36.36 -20.34  58.78]
394,0.47524555368042487,CH008b,[ 39.39   2.99 -21.28]
395,0.47524555368042487,CH008b,[ 38.38  -5.45 -40.84]
396,0.6105712922014874,CH012,[-47.47  18.58  -0.12]
397,0.6105712922014874,CH012,[-60.61 -17.76   4.5 ]
398,0.6105712922014874,CH012,[-47.47  33.2   -4.04]
399,0.6105712922014874,CH012,[-25.25 -58.84 -23.66]
400,0.6105712922014874,CH012,[-42.42  24.04  -6.95]
401,0.6105712922014874,CH012,[-51.52 -53.85 -19.8 ]
402,0.6105712922014874,CH012,[-54.55 -23.63 -26.4 ]
403,0.6105712922014874,CH012,[-55.56  14.     9.45]
404,0.6105712922014874,CH012,[-35.35  42.88 -13.02]
405,0.6105712922014874,CH012,[-13.13  56.32 -13.43]
406,0.6105712922014874,CH012,[-52.53  -2.98 -26.39]
407,0.6105712922014874,CH012,[-57.58  -4.99  -3.86]
408,0.6105712922014874,CH012,[-34.34 -14.1  -31.8 ]
409,0.6105712922014874,CH012,[-36.36 -67.13 -22.95]
410,0.6105712922014874,CH012,[-36.36  29.5  -13.79]
411,0.6105712922014874,CH012,[-27.27  46.95 -11.59]
412,0.6105712922014874,CH012,[-27.27 -71.25 -23.19]
413,0.6105712922014874,CH012,[-62.63 -50.04  10.42]
414,0.6105712922014874,CH012,[-63.64 -24.45  -7.37]
415,0.6105712922014874,CH012,[-26.26  -4.58 -37.21]
416,0.6105712922014874,CH012,[-17.17 -13.28 -26.99]
417,0.6105712922014874,CH012,[-61.62 -22.96 -18.01]
418,0.6105712922014874,CH012,[-19.19 -73.46 -19.74]
419,0.6105712922014874,CH012,[-63.64 -46.23  -5.06]
420,0.6105712922014874,CH012,[-33.33 -56.78 -23.54]
421,0.6105712922014874,CH012,[-52.53   9.83 -12.54]
422,0.6105712922014874,CH012,[-45.45  -3.7  -33.59]
423,0.6105712922014874,CH012,[-52.53 -62.29 -15.52]
424,0.6105712922014874,CH012,[-17.17 -61.05 -20.22]
425,0.6105712922014874,CH012,[-63.64 -40.46   4.39]
426,0.6105712922014874,CH012,[ -9.09  49.22 -16.23]
427,0.6105712922014874,CH012,[-57.58  -7.52   6.13]
428,0.6105712922014874,CH012,[-49.49  27.59   5.81]
429,0.6105712922014874,CH012,[-18.18   0.31 -30.97]
430,0.6105712922014874,CH012,[-14.14  45.1  -16.46]
431,0.6105712922014874,CH012,[-44.44 -66.1  -22.89]
432,0.6105712922014874,CH012,[-42.42 -55.7  -24.67]
433,0.6105712922014874,CH012,[-59.6  -12.71 -16.23]
434,0.6105712922014874,CH012,[-25.25  19.   -33.47]
435,0.6105712922014874,CH012,[-59.6  -15.24  -5.65]
436,0.6105712922014874,CH012,[-45.45 -23.63 -26.4 ]
